"searchQuery/countryCode","searchQuery/device","searchQuery/domain","searchQuery/languageCode","searchQuery/locationUule","searchQuery/page","searchQuery/resultsPerPage","searchQuery/term","searchQuery/type","searchQuery/url","resultsTotal","date","description","displayedUrl","emphasizedKeywords/0","emphasizedKeywords/1","emphasizedKeywords/2","emphasizedKeywords/3","emphasizedKeywords/4","emphasizedKeywords/5","position","title","type","url","emphasizedKeywords/6","emphasizedKeywords/7"
"DE","DESKTOP","google.de",,,"1","5","Wer mehr und wer weniger Sozialbeiträge zahlen muss site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Wer+mehr+und+wer+weniger+Sozialbeitr%C3%A4ge+zahlen+muss+site%3Asueddeutsche.de&num=5","2340","2023-02-15T12:00:00.000Z","Wer als Minijobber arbeitet, muss geringere Beiträge an die Sozialversicherung zahlen als Beschäftigte jenseits der 2000 Euro. Ab 520 Euro ...","https://www.sueddeutsche.de › ... › Arbeit und Soziales","muss","zahlen",,,,,"4","Forscher kritisieren Entlastungen für Midijobber: wer dafür ...","organic","https://www.sueddeutsche.de/wirtschaft/rente-midijobber-entlastungen-forscher-1.5751390",,
"DE","DESKTOP","google.de",,,"1","5","Wer mehr und wer weniger Sozialbeiträge zahlen muss site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Wer+mehr+und+wer+weniger+Sozialbeitr%C3%A4ge+zahlen+muss+site%3Asueddeutsche.de&num=5","2340","2023-12-27T12:00:00.000Z","Gutverdiener müssen höhere Sozialabgaben zahlen. Aber mehr Sparer profitieren von staatlichen Zulagen. Was 2024 besser und schlechter wird.","https://www.sueddeutsche.de › artikel › wirtschaft › 20...","müssen","zahlen","mehr",,,,"5","Was sich 2024 ändert: Mit mehr Geld durchs neue Jahr","organic","https://www.sueddeutsche.de/projekte/artikel/wirtschaft/2024-jahreswechsel-was-sich-im-sozialrecht-aendert-rentner-sparer-durchschnittsverdiener-e733824/",,
"DE","DESKTOP","google.de",,,"1","5","Tipps für Silvester / Was das neue Bürgergeld für Münchner bedeutet site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Tipps+f%C3%BCr+Silvester+%2F+Was+das+neue+B%C3%BCrgergeld+f%C3%BCr+M%C3%BCnchner+bedeutet+site%3Asueddeutsche.de&num=5","30","2022-12-27T12:00:00.000Z","Aktuelle News aus München: Tipps für Silvester / Was das neue Bürgergeld für Münchner bedeutet.","https://www.sueddeutsche.de › München › Newsletter","München","Tipps für Silvester / Was das neue Bürgergeld für Münchner bedeutet",,,,,"1","München heute - Nachrichten vom 27.12.2022","organic","https://www.sueddeutsche.de/muenchen/muenchen-silvester-tipps-buergergeld-1.5722720",,
"DE","DESKTOP","google.de",,,"1","5","Tipps für Silvester / Was das neue Bürgergeld für Münchner bedeutet site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Tipps+f%C3%BCr+Silvester+%2F+Was+das+neue+B%C3%BCrgergeld+f%C3%BCr+M%C3%BCnchner+bedeutet+site%3Asueddeutsche.de&num=5","30",,"dpa_5FA2EE000C4FB5D9. München heute Tipps für Silvester / Was das neue Bürgergeld für Münchner bedeutet. SZ; München; Newsletter. Nachrichten und Lesenswertes ...","https://www.sueddeutsche.de › Schlagzeilen","München","Tipps für Silvester / Was das neue Bürgergeld für Münchner bedeutet","München",,,,"2","Archiv – München Nachrichten – 2022 – Sueddeutsche.de -","organic","https://www.sueddeutsche.de/archiv/m%C3%BCnchen/2022/page/2",,
"DE","DESKTOP","google.de",,,"1","5","Tipps für Silvester / Was das neue Bürgergeld für Münchner bedeutet site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Tipps+f%C3%BCr+Silvester+%2F+Was+das+neue+B%C3%BCrgergeld+f%C3%BCr+M%C3%BCnchner+bedeutet+site%3Asueddeutsche.de&num=5","30","2023-01-16T12:00:00.000Z","Silvester 2022:Die Krawallnacht · Die Freiheit des Böllerns · Giffey sollte zurücktreten · Nur Abschreckung hilft · Gleiche Teilhabe · Herablassende ...","https://www.sueddeutsche.de › Ihre SZ › Leserbriefe","Silvester",,,,,,"3","Leserbriefe: Nachlese der Silvesternacht 2022","organic","https://www.sueddeutsche.de/kolumne/leserbriefe-silvester-randale-1.5733202",,
"DE","DESKTOP","google.de",,,"1","5","Tipps für Silvester / Was das neue Bürgergeld für Münchner bedeutet site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Tipps+f%C3%BCr+Silvester+%2F+Was+das+neue+B%C3%BCrgergeld+f%C3%BCr+M%C3%BCnchner+bedeutet+site%3Asueddeutsche.de&num=5","30","2023-12-30T12:00:00.000Z","Mehr Schwung für die Energiewende. Eine Metropole, die näher zusammenrückt. Neue Chancen für scheinbar unheilbar Kranke. Was im nächsten Jahr ...","https://zeitung.sueddeutsche.de › issues","Neue",,,,,,"4","Sa., 30.12.2023 - Zeitung - SZ","organic","https://zeitung.sueddeutsche.de/issues/sz/sz_2023-12-30",,
"DE","DESKTOP","google.de",,,"1","5","Bürgergeld startet site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=B%C3%BCrgergeld+startet+site%3Asueddeutsche.de&num=5","348","2022-12-30T12:00:00.000Z","Das neue Bürgergeld soll pünktlich zum Jahresanfang ausgezahlt werden. Die Bundesagentur für Arbeit werde dank der politischen Einigung im ...","https://www.sueddeutsche.de › ... › Agentur für Arbeit","Bürgergeld",,,,,,"1","Agentur für Arbeit - Bürgergeld startet - Politik","organic","https://www.sueddeutsche.de/politik/agentur-fuer-arbeit-buergergeld-startet-1.5724548",,
"DE","DESKTOP","google.de",,,"1","5","Bürgergeld startet site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=B%C3%BCrgergeld+startet+site%3Asueddeutsche.de&num=5","348","2022-01-12T12:00:00.000Z","Wann der Nachfolger des 9-Euro-Tickets startet, ist noch unklar. Ursprünglich sollte es Anfang 2023 losgehen. Jetzt sind März oder April im ...","https://www.sueddeutsche.de › Panorama › Jahreswechsel","startet",,,,,,"2","Bürgergeld, Rente, 49-Euro-Ticket: Das ändert sich 2023 - ...","organic","https://www.sueddeutsche.de/panorama/wichtige-news-fuer-verbraucher-buergergeld-rente-49-euro-ticket-das-aendert-sich-2023-dpa.urn-newsml-dpa-com-20090101-221201-99-733697",,
"DE","DESKTOP","google.de",,,"1","5","Bürgergeld startet site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=B%C3%BCrgergeld+startet+site%3Asueddeutsche.de&num=5","348","2023-12-14T12:00:00.000Z","Die Arbeiterwohlfahrt München-Land startet ein Pilotprojekt zur Unterstützung. Damit soll auch verhindert werden, dass Betroffenen die ...","https://www.sueddeutsche.de › ... › Landkreis München","startet",,,,,,"3","Landkreis München erhöht Bürgergeld","organic","https://www.sueddeutsche.de/muenchen/landkreismuenchen/landkreis-muenchen-buergergeld-regelsatz-1.6319730",,
"DE","DESKTOP","google.de",,,"1","5","Bürgergeld startet site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=B%C3%BCrgergeld+startet+site%3Asueddeutsche.de&num=5","348","2022-11-24T12:00:00.000Z","Berlin (dpa) - Nach der Einigung im Vermittlungsausschuss soll das Bürgergeld zum 1. Januar starten. Die Grundsicherung für Arbeitslose wird ...","https://www.sueddeutsche.de › Wirtschaft › Geld","Bürgergeld","starten",,,,,"4","Bürgergeld vs. Gehalt: Arbeit lohnt sich weiterhin - Wirtschaft","organic","https://www.sueddeutsche.de/wirtschaft/faktencheck-buergergeld-vs-gehalt-arbeit-lohnt-sich-weiterhin-dpa.urn-newsml-dpa-com-20090101-221124-99-648178",,
"DE","DESKTOP","google.de",,,"1","5","Vorbereitung auf das Bürgergeld site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Vorbereitung+auf+das+B%C3%BCrgergeld+site%3Asueddeutsche.de&num=5","143","2022-12-28T12:00:00.000Z","Landkreis Erding:Vorbereitung auf das Bürgergeld ... Erdinger Jobcenter muss 2023 mit etwas weniger Geld auskommen. ... Das Jobcenter Erding hat ein ...","https://www.sueddeutsche.de › ... › Landkreis Erding","Vorbereitung auf das Bürgergeld",,,,,,"1","Jobcenter Erding: Vorbereitung auf das Bürgergeld","organic","https://www.sueddeutsche.de/muenchen/erding/jobcenter-erding-buergergeld-harz-iv-sozialgesetzbuch-ii-1.5723065",,
"DE","DESKTOP","google.de",,,"1","5","Vorbereitung auf das Bürgergeld site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Vorbereitung+auf+das+B%C3%BCrgergeld+site%3Asueddeutsche.de&num=5","143","2022-12-28T12:00:00.000Z","Zum 1. Januar gibt es mehr Geld für Langzeitarbeitslose. Anette Farrenkopf erklärt, warum die neue Regelung so wichtig für München ist.","https://www.sueddeutsche.de › ... › Wirtschaft in München",,,,,,,"2","München: Wie das Bürgergeld Hartz IV ablöst - Jobcenter","organic","https://www.sueddeutsche.de/muenchen/muenchen-hartz-iv-buergergeld-jobcenter-1.5722304",,
"DE","DESKTOP","google.de",,,"1","5","Vorbereitung auf das Bürgergeld site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Vorbereitung+auf+das+B%C3%BCrgergeld+site%3Asueddeutsche.de&num=5","143","2022-11-14T12:00:00.000Z","Dies sei für die Vorbereitung und Umsetzung des Bürgergelds nötig, sagte Hoffmeister-Kraut. Die umfassenden Reformpläne dürften zu einigem ...","https://www.sueddeutsche.de › ... › Arbeit und Soziales","Vorbereitung",,,,,,"3","Bürgergeld scheitert im Bundesrat: Wie es jetzt weitergeht","organic","https://www.sueddeutsche.de/politik/buergergeld-bundesrat-arbeitsmarktreform-1.5695881",,
"DE","DESKTOP","google.de",,,"1","5","Vorbereitung auf das Bürgergeld site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Vorbereitung+auf+das+B%C3%BCrgergeld+site%3Asueddeutsche.de&num=5","143","2022-09-15T12:00:00.000Z","Eigentlich brauchen wir bei einer so großen Reform etwa ein halbes Jahr für die Vorbereitung. Die IT-Programme sind anzupassen, Mitarbeiter ...","https://www.sueddeutsche.de › ... › Arbeit und Soziales","Vorbereitung",,,,,,"4","Bürgergeld löst Hartz IV ab: ""Das Verweigern fällt nun ...","organic","https://www.sueddeutsche.de/politik/buergergeld-hartz-iv-sanktionen-interview-1.5657558",,
"DE","DESKTOP","google.de",,,"1","5","Vorbereitung auf   das Bürgergeld site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Vorbereitung+auf+++das+B%C3%BCrgergeld+site%3Asueddeutsche.de&num=5","143","2022-12-28T12:00:00.000Z","Landkreis Erding:Vorbereitung auf das Bürgergeld ... Erdinger Jobcenter muss 2023 mit etwas weniger Geld auskommen. ... Das Jobcenter Erding hat ein ...","https://www.sueddeutsche.de › ... › Landkreis Erding","Vorbereitung auf das Bürgergeld",,,,,,"1","Jobcenter Erding: Vorbereitung auf das Bürgergeld","organic","https://www.sueddeutsche.de/muenchen/erding/jobcenter-erding-buergergeld-harz-iv-sozialgesetzbuch-ii-1.5723065",,
"DE","DESKTOP","google.de",,,"1","5","Vorbereitung auf   das Bürgergeld site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Vorbereitung+auf+++das+B%C3%BCrgergeld+site%3Asueddeutsche.de&num=5","143","2022-12-28T12:00:00.000Z","Zum 1. Januar gibt es mehr Geld für Langzeitarbeitslose. Anette Farrenkopf erklärt, warum die neue Regelung so wichtig für München ist.","https://www.sueddeutsche.de › ... › Wirtschaft in München",,,,,,,"2","München: Wie das Bürgergeld Hartz IV ablöst - Jobcenter","organic","https://www.sueddeutsche.de/muenchen/muenchen-hartz-iv-buergergeld-jobcenter-1.5722304",,
"DE","DESKTOP","google.de",,,"1","5","Vorbereitung auf   das Bürgergeld site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Vorbereitung+auf+++das+B%C3%BCrgergeld+site%3Asueddeutsche.de&num=5","143","2022-11-14T12:00:00.000Z","Dies sei für die Vorbereitung und Umsetzung des Bürgergelds nötig, sagte Hoffmeister-Kraut. Die umfassenden Reformpläne dürften zu einigem ...","https://www.sueddeutsche.de › ... › Arbeit und Soziales","Vorbereitung",,,,,,"3","Bürgergeld scheitert im Bundesrat: Wie es jetzt weitergeht","organic","https://www.sueddeutsche.de/politik/buergergeld-bundesrat-arbeitsmarktreform-1.5695881",,
"DE","DESKTOP","google.de",,,"1","5","Vorbereitung auf   das Bürgergeld site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Vorbereitung+auf+++das+B%C3%BCrgergeld+site%3Asueddeutsche.de&num=5","143","2022-09-15T12:00:00.000Z","Eigentlich brauchen wir bei einer so großen Reform etwa ein halbes Jahr für die Vorbereitung. Die IT-Programme sind anzupassen, Mitarbeiter ...","https://www.sueddeutsche.de › ... › Arbeit und Soziales","Vorbereitung",,,,,,"4","Bürgergeld löst Hartz IV ab: ""Das Verweigern fällt nun ...","organic","https://www.sueddeutsche.de/politik/buergergeld-hartz-iv-sanktionen-interview-1.5657558",,
"DE","DESKTOP","google.de",,,"1","5","Hartz IV? - ""Dafür bin ich zu stolz"" site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Hartz+IV%3F+-+%22Daf%C3%BCr+bin+ich+zu+stolz%22+site%3Asueddeutsche.de&num=5","26","2022-12-27T12:00:00.000Z","Dafür bin ich zu stolz."" Die 200 Euro kann Raimund nur schätzen, er hat den Antrag nie gestellt. Alle Nachrichten im Überblick. :SZ ...","https://www.sueddeutsche.de › ... › Arbeit und Soziales","Dafür bin ich zu stolz",,,,,,"1","Hartz IV: Warum Menschen auf staatliche Unterstützung ...","organic","https://www.sueddeutsche.de/politik/hartz-iv-grundsicherung-verzicht-1.5720953",,
"DE","DESKTOP","google.de",,,"1","5","Hartz IV? - ""Dafür bin ich zu stolz"" site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Hartz+IV%3F+-+%22Daf%C3%BCr+bin+ich+zu+stolz%22+site%3Asueddeutsche.de&num=5","26",,"Hartz IV? - ""Dafür bin ich zu stolz"". Marko Raimund ist Fitnesstrainer, Vater - und lebt seit acht Jahren unter dem Existenzminimum. Warum er und mehr als zwei ...","https://www.sueddeutsche.de › thema › Hartz_IV","Hartz IV","Dafür bin ich zu stolz",,,,,"2","Hartz IV - Die umstrittene Arbeitsmarktreform","organic","https://www.sueddeutsche.de/thema/Hartz_IV",,
"DE","DESKTOP","google.de",,,"1","5","Hartz IV? - ""Dafür bin ich zu stolz"" site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Hartz+IV%3F+-+%22Daf%C3%BCr+bin+ich+zu+stolz%22+site%3Asueddeutsche.de&num=5","26",,"Hartz IV? - ""Dafür bin ich zu stolz"". Marko Raimund ist Fitnesstrainer, Vater - und lebt seit acht Jahren unter dem Existenzminimum. Warum er und mehr als zwei ...","https://www.sueddeutsche.de › thema › Jobcenter","Hartz IV","Dafür bin ich zu stolz",,,,,"3","Jobcenter - aktuelle Themen & Nachrichten","organic","https://www.sueddeutsche.de/thema/Jobcenter",,
"DE","DESKTOP","google.de",,,"1","5","Hartz IV? - ""Dafür bin ich zu stolz"" site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Hartz+IV%3F+-+%22Daf%C3%BCr+bin+ich+zu+stolz%22+site%3Asueddeutsche.de&num=5","26","2023-03-01T12:00:00.000Z","Hartz IV? - ""Dafür bin ich zu stolz"". Marko Raimund ist Fitnesstrainer, Vater - und lebt seit acht Jahren unter dem Existenzminimum. Warum er ...","https://www.sueddeutsche.de › ... › Arbeit und Soziales","Hartz IV","Dafür bin ich zu stolz",,,,,"4","Wohngeld oder Kinderzuschlag: Warum Millionen ...","organic","https://www.sueddeutsche.de/wirtschaft/wohngeld-grundsicherung-deutsche-geld-verzichten-1.5725367",,
"DE","DESKTOP","google.de",,,"1","5","Was das neue Bürgergeld für Münchner bedeutet site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Was+das+neue+B%C3%BCrgergeld+f%C3%BCr+M%C3%BCnchner+bedeutet+site%3Asueddeutsche.de&num=5","3560","2022-12-28T12:00:00.000Z","Zum 1. Januar gibt es mehr Geld für Langzeitarbeitslose. Anette Farrenkopf erklärt, warum die neue Regelung so wichtig für München ist.","https://www.sueddeutsche.de › ... › Wirtschaft in München","neue","München ist",,,,,"1","München: Wie das Bürgergeld Hartz IV ablöst - Jobcenter","organic","https://www.sueddeutsche.de/muenchen/muenchen-hartz-iv-buergergeld-jobcenter-1.5722304",,
"DE","DESKTOP","google.de",,,"1","5","Was das neue Bürgergeld für Münchner bedeutet site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Was+das+neue+B%C3%BCrgergeld+f%C3%BCr+M%C3%BCnchner+bedeutet+site%3Asueddeutsche.de&num=5","3560","2023-12-14T12:00:00.000Z","Wegen der hohen Lebenshaltungskosten bekommen Leistungsempfänger 2,9 Prozent mehr ausbezahlt als den bundesweiten Regelsatz.","https://www.sueddeutsche.de › ... › Landkreis München",,,,,,,"2","Landkreis München erhöht Bürgergeld","organic","https://www.sueddeutsche.de/muenchen/landkreismuenchen/landkreis-muenchen-buergergeld-regelsatz-1.6319730",,
"DE","DESKTOP","google.de",,,"1","5","Was das neue Bürgergeld für Münchner bedeutet site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Was+das+neue+B%C3%BCrgergeld+f%C3%BCr+M%C3%BCnchner+bedeutet+site%3Asueddeutsche.de&num=5","3560","2023-01-01T12:00:00.000Z","Im Landkreis München werden deutlich mehr Menschen Unterstützung bei der Bewältigung hoher Mieten und Energiekosten erhalten.","https://www.sueddeutsche.de › ... › Landkreis München","München",,,,,,"3","Neues Bürgergeld und Wohngeld - Landkreis München","organic","https://www.sueddeutsche.de/muenchen/landkreismuenchen/landkreis-muenchen-sozialleistungen-buergergeld-wohngeld-1.5725138",,
"DE","DESKTOP","google.de",,,"1","5","Was das neue Bürgergeld für Münchner bedeutet site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Was+das+neue+B%C3%BCrgergeld+f%C3%BCr+M%C3%BCnchner+bedeutet+site%3Asueddeutsche.de&num=5","3560",,"Was das neue Bürgergeld für Münchner bedeutet. Zum 1. Januar gibt es mehr Geld für Langzeitarbeitslose. Die Geschäftsführerin des Münchner Jobcenters, Anette ...","https://www.sueddeutsche.de › thema › Jobcenter","Was das neue Bürgergeld für Münchner bedeutet","Münchner",,,,,"4","Jobcenter - aktuelle Themen & Nachrichten","organic","https://www.sueddeutsche.de/thema/Jobcenter",,
"DE","DESKTOP","google.de",,,"1","5","Wo München reich ist und wo München arm ist site:sueddeutsche.de","SEARCH","http://www.google.de/search?q=Wo+M%C3%BCnchen+reich+ist+und+wo+M%C3%BCnchen+arm+ist+site%3Asueddeutsche.de&num=5","24000",,"Wo München reich ist und wo München arm ist. Der neue Armutsbericht zeigt deutlich, wie unterschiedlich die Bedürftigkeit in den Stadtvierteln verteilt ist.","https://www.sueddeutsche.de › thema › Armut_in_Münc...","Wo München reich ist und wo München arm",,,,,,"1","Armut in München - aktuelle Themen & Nachrichten","organic","https://www.sueddeutsche.de/thema/Armut_in_M%C3%BCnchen",,
